"Customer","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Churned","Pred_Prob","Risk_Level"
186,49,"F",3,"Uneducated","Single","Unknown",38,6,2,1,12860,0,12860,0.646,1348,27,0.286,0,0,0.456972278458223,"Medium"
187,49,"M",3,"Post-Graduate","Single","$80K - $120K",33,3,1,0,6278,462,5816,1.161,1087,33,0.941,0.074,0,0.222041592241981,"Low"
188,60,"F",0,"College","Single","Less than $40K",55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,0,0.3161865945552,"Medium"
189,50,"F",2,"High School","Married","Less than $40K",36,5,1,2,9355,1626,7729,0.701,1230,28,0.867,0.174,0,0.458136250807524,"Medium"
190,41,"F",2,"Post-Graduate","Married","Unknown",31,6,1,3,20758,0,20758,0.688,1555,32,0.684,0,0,0.497108604938199,"Medium"
191,57,"M",1,"Graduate","Married","$80K - $120K",47,5,3,1,14612,1976,12636,1.768,1827,24,3,0.135,0,0.464549765517924,"Medium"
192,43,"M",4,"Graduate","Unknown","$80K - $120K",27,5,2,0,27259,0,27259,0.731,1376,35,0.591,0,0,0.104150748881937,"Low"
193,57,"F",3,"Graduate","Married","Less than $40K",47,4,2,3,6347,1594,4753,0.896,1771,37,0.762,0.251,0,0.393875131215628,"Medium"
194,54,"M",3,"Doctorate","Married","$120K +",41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,0.078,0,0.0268990773251538,"Low"
195,51,"F",5,"Post-Graduate","Married","Less than $40K",44,5,1,1,3449,1598,1851,0.971,1679,42,0.556,0.463,0,0.0832693776575823,"Low"
196,47,"F",3,"High School","Married","Less than $40K",34,2,1,2,6028,799,5229,0.819,1002,22,0.571,0.133,0,0.649679558296731,"High"
197,41,"M",0,"High School","Unknown","$120K +",36,3,2,3,18214,1998,16216,0.829,1344,21,1.1,0.11,0,0.692203966544231,"High"
198,53,"M",3,"Uneducated","Married","$80K - $120K",43,3,3,1,16393,1423,14970,1.642,1461,42,0.75,0.087,0,0.114023006910054,"Low"
199,68,"M",0,"High School","Married","Less than $40K",52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,1,0.36064849273635,"Medium"
200,59,"M",1,"College","Married","$60K - $80K",36,4,1,2,7871,1687,6184,1.242,1428,22,1.444,0.214,0,0.616685629413902,"High"
201,48,"M",4,"Unknown","Married","$80K - $120K",36,5,3,0,5288,866,4422,0.869,1777,42,0.75,0.164,0,0.111880338736272,"Low"
202,44,"M",5,"Graduate","Married","$60K - $80K",32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,0.176,0,0.583943318177457,"High"
203,48,"M",3,"College","Married","$80K - $120K",41,4,5,3,12302,1632,10670,1.509,1483,41,0.519,0.133,0,0.287265260885974,"Medium"
204,47,"M",4,"Graduate","Married","$60K - $80K",33,3,2,1,34516,1679,32837,0.623,1060,27,0.5,0.049,0,0.182254585671666,"Low"
205,47,"M",2,"Graduate","Married","$60K - $80K",32,4,2,2,34516,1468,33048,0.505,1330,32,0.684,0.043,0,0.199596467405848,"Low"
206,43,"F",1,"High School","Divorced","Less than $40K",35,3,2,2,10514,1580,8934,0.504,1229,27,0.8,0.15,0,0.485917431700882,"Medium"
207,55,"F",2,"Graduate","Married","Less than $40K",43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0,1,0.760631114865122,"Very High"
208,59,"M",2,"Post-Graduate","Married","$60K - $80K",46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0,1,0.808267545865863,"Very High"
209,63,"M",1,"Graduate","Married","$40K - $60K",56,2,1,2,2619,1779,840,1.259,1450,37,0.947,0.679,0,0.109848955575215,"Low"
210,58,"M",2,"College","Married","$120K +",53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,0.098,0,0.0392510240318375,"Low"
211,53,"F",2,"High School","Married","Less than $40K",36,4,1,2,2377,1649,728,0.93,1378,26,1.167,0.694,0,0.258804056701629,"Medium"
212,59,"M",0,"Unknown","Unknown","$80K - $120K",40,3,2,3,34516,1359,33157,1.327,1033,26,1.364,0.039,0,0.396242034300279,"Medium"
213,52,"M",3,"Graduate","Married","$120K +",47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,0.199,0,0.284764455467302,"Medium"
214,48,"M",3,"High School","Single","$60K - $80K",36,4,2,2,11432,2517,8915,0.615,1374,37,0.762,0.22,0,0.224040697084944,"Low"
215,43,"M",4,"High School","Married","$40K - $60K",36,5,3,2,13258,1721,11537,0.908,1080,21,1.333,0.13,0,0.599564772501503,"High"
216,48,"M",2,"College","Single","Less than $40K",36,3,2,3,2571,1955,616,0.531,1234,24,0.714,0.76,0,0.347404716062895,"Medium"
217,43,"F",4,"Graduate","Single","Less than $40K",31,5,2,0,5781,1168,4613,0.638,1600,32,0.455,0.202,0,0.217816896193795,"Low"
218,44,"M",4,"Unknown","Married","$60K - $80K",30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,0.319,0,0.280280897251551,"Medium"
219,41,"M",3,"High School","Married","$80K - $120K",35,6,1,2,34516,1202,33314,0.603,1353,33,0.737,0.035,0,0.189037369762334,"Low"
220,44,"F",3,"Uneducated","Divorced","Less than $40K",38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,0.165,0,0.665224605448892,"High"
221,50,"M",2,"Unknown","Single","$40K - $60K",43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863,0,0.0664493520049244,"Low"
222,60,"F",1,"Uneducated","Married","Less than $40K",36,5,1,0,1913,1272,641,1.008,1448,22,1,0.665,0,0.185655946338069,"Low"
223,44,"M",4,"Graduate","Single","$80K - $120K",24,5,3,0,3839,2295,1544,0.569,1271,24,0.714,0.598,0,0.160214847644551,"Low"
224,48,"F",3,"Graduate","Divorced","$40K - $60K",39,6,2,3,2115,1141,974,0.616,1223,20,0.538,0.539,0,0.603863464148697,"High"
225,44,"F",2,"Graduate","Divorced","Less than $40K",27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,0,0.314159704921277,"Medium"
226,41,"M",2,"High School","Single","$80K - $120K",28,4,3,0,27756,1789,25967,0.75,994,24,0.846,0.064,0,0.194616047073315,"Low"
227,45,"M",3,"College","Single","$60K - $80K",32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0,0,0.735367412820831,"High"
228,47,"F",2,"Uneducated","Divorced","Less than $40K",34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,0.16,0,0.236811599640121,"Low"
229,51,"F",2,"Graduate","Married","Less than $40K",36,3,1,3,3106,1304,1802,0.604,1368,38,0.407,0.42,0,0.263606424573779,"Medium"
230,51,"M",2,"Graduate","Married","$120K +",44,4,3,3,34516,1666,32850,0.613,1218,18,0.8,0.048,0,0.606553106549741,"High"
231,60,"F",1,"Uneducated","Married","$40K - $60K",50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,1,0.630912097774867,"High"
232,57,"M",2,"Unknown","Married","$80K - $120K",46,2,3,0,18871,1740,17131,1.727,1516,21,2,0.092,0,0.367904337901773,"Medium"
233,41,"M",5,"Graduate","Single","$120K +",29,5,2,2,5207,1748,3459,1.073,1310,26,1,0.336,0,0.451677006130741,"Medium"
234,44,"M",3,"Post-Graduate","Divorced","$80K - $120K",36,6,2,2,17965,1644,16321,0.921,1767,50,0.923,0.092,0,0.0885016256099911,"Low"
235,43,"M",1,"College","Single","$60K - $80K",37,6,3,3,2733,1819,914,0.767,933,25,0.923,0.666,0,0.355064781688153,"Medium"
236,55,"M",2,"College","Married","$60K - $80K",48,4,3,2,8863,1301,7562,1.207,1512,27,1.455,0.147,0,0.538334636639428,"High"
237,52,"M",1,"Uneducated","Married","$80K - $120K",36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,1,0.328060703789863,"Medium"
238,44,"M",3,"Graduate","Unknown","$80K - $120K",33,3,3,3,34516,0,34516,0.483,1120,27,0.35,0,0,0.407922877499804,"Medium"
239,41,"M",2,"Uneducated","Married","$40K - $60K",30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,0.11,0,0.506772758795444,"High"
240,44,"M",4,"Unknown","Single","$80K - $120K",34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,0.073,0,0.228726420390454,"Low"
241,53,"F",2,"Unknown","Married","Less than $40K",33,2,3,3,2859,2517,342,0.993,817,30,0.667,0.88,1,0.145958215223463,"Low"
242,39,"M",2,"High School","Single","$80K - $120K",36,4,2,2,5269,1475,3794,1.148,2094,25,0.667,0.28,0,0.597859619194563,"High"
243,49,"M",5,"College","Married","$40K - $60K",45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0,1,0.84902312919203,"Very High"
244,45,"F",2,"College","Married","Less than $40K",36,1,3,2,3387,0,3387,0.789,510,24,0.6,0,1,0.672561707550721,"High"
245,54,"M",2,"Graduate","Married","$80K - $120K",46,6,2,3,1982,1289,693,0.939,1377,49,0.69,0.65,0,0.0612626454541404,"Low"
246,49,"M",3,"Uneducated","Single","$80K - $120K",43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,0.355,0,0.274583835527596,"Medium"
247,46,"F",3,"Doctorate","Single","Unknown",36,6,3,2,2189,1666,523,0.343,1287,36,0.636,0.761,0,0.0931928815477206,"Low"
248,46,"M",4,"High School","Married","$120K +",30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,1,0.861700743947748,"Very High"
249,47,"M",3,"Graduate","Married","$60K - $80K",38,4,1,2,21304,1532,19772,1.018,1770,25,0.923,0.072,0,0.516540073319968,"High"
250,44,"M",2,"Doctorate","Single","$60K - $80K",36,5,1,2,7577,2480,5097,0.435,1409,35,0.167,0.327,0,0.241559406341029,"Low"
251,50,"M",3,"Post-Graduate","Single","$120K +",31,4,1,2,3234,1486,1748,0.868,1354,28,0.647,0.459,0,0.347262653518358,"Medium"
252,73,"M",0,"High School","Married","$40K - $60K",36,5,3,2,4469,1125,3344,1.363,1765,34,1.615,0.252,0,0.371713910546146,"Medium"
253,56,"M",3,"Unknown","Unknown","$40K - $60K",46,6,3,4,2910,709,2201,0.538,1192,27,0.588,0.244,0,0.730137258295078,"High"
254,59,"M",0,"High School","Single","$40K - $60K",48,2,4,3,3616,1054,2562,0.616,687,17,0.545,0.291,1,0.756158766010949,"Very High"
255,70,"M",0,"High School","Married","Less than $40K",56,3,2,3,3252,1495,1757,0.581,1227,15,0.875,0.46,0,0.749252171167387,"High"
256,55,"F",2,"High School","Married","Less than $40K",36,4,3,3,2358,1152,1206,0.969,1737,26,1.6,0.489,0,0.542450044651032,"High"
257,43,"M",4,"Unknown","Single","$60K - $80K",36,4,1,0,22322,953,21369,0.769,1348,34,1.125,0.043,0,0.12521381079348,"Low"
258,45,"M",1,"Uneducated","Single","$120K +",39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482,0,0.159859215155438,"Low"
259,45,"F",2,"Uneducated","Single","$40K - $60K",35,2,3,0,3540,849,2691,0.456,1321,28,0.75,0.24,0,0.269949493374319,"Medium"
260,40,"M",1,"Graduate","Married","$40K - $60K",23,6,3,2,6990,1378,5612,0.73,1479,29,0.611,0.197,0,0.472064537081375,"Medium"
261,36,"M",2,"College","Unknown","$80K - $120K",22,2,2,3,34516,1652,32864,0.854,1283,39,1.294,0.048,0,0.162070376735426,"Low"
262,59,"F",0,"Post-Graduate","Married","$40K - $60K",40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0,1,0.624930839524486,"High"
263,43,"M",4,"Unknown","Married","$60K - $80K",35,6,3,2,24396,1171,23225,0.655,965,17,1.125,0.048,0,0.608828281180157,"High"
264,46,"F",1,"Unknown","Married","Less than $40K",36,2,3,2,2474,2143,331,1.53,1541,40,1,0.866,0,0.0529923182988867,"Low"
265,41,"M",2,"Uneducated","Married","$40K - $60K",32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152,0,0.748953200689654,"High"
266,51,"F",2,"Graduate","Married","Less than $40K",46,5,2,2,5207,1650,3557,0.708,1339,20,0.538,0.317,0,0.616292932577074,"High"
267,51,"F",3,"Unknown","Unknown","Less than $40K",25,2,2,2,9512,1082,8430,0.701,1007,22,1.444,0.114,0,0.62310612016772,"High"
268,43,"F",4,"Graduate","Divorced","Unknown",23,6,3,2,3187,2430,757,0.617,1387,33,1.357,0.762,0,0.120858916192722,"Low"
269,64,"F",0,"High School","Married","$40K - $60K",53,1,3,3,3353,0,3353,1.021,960,18,0.385,0,1,0.880244393920678,"Very High"
270,54,"M",5,"Graduate","Married","$60K - $80K",38,3,3,3,2290,1434,856,0.923,1119,18,3.5,0.626,0,0.579252442436134,"High"
271,48,"M",3,"Unknown","Single","$40K - $60K",43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211,0,0.327570807333444,"Medium"
272,40,"M",2,"Uneducated","Divorced","$60K - $80K",29,5,3,0,23603,0,23603,0.795,1382,31,1.067,0,0,0.172386412283737,"Low"
273,57,"M",0,"Uneducated","Married","$40K - $60K",45,6,2,2,2601,0,2601,0.814,1232,32,0.684,0,0,0.56553900637768,"High"
274,45,"M",4,"Graduate","Single","$80K - $120K",40,4,3,0,6363,1029,5334,0.838,1542,16,1.286,0.162,0,0.595207018530411,"High"
275,41,"M",3,"High School","Single","$80K - $120K",36,4,3,3,8029,1576,6453,0.826,1094,32,0.524,0.196,0,0.464382414474086,"Medium"
276,42,"F",4,"Uneducated","Married","Less than $40K",31,2,2,2,2410,1769,641,0.759,1217,30,1.143,0.734,0,0.162808193200517,"Low"
277,45,"M",2,"Graduate","Single","$60K - $80K",36,1,1,2,3401,0,3401,0.898,744,18,1,0,1,0.805241975812943,"Very High"
278,42,"F",4,"Uneducated","Married","Less than $40K",23,4,2,0,2260,1007,1253,0.84,1614,33,0.737,0.446,0,0.130228107924048,"Low"
279,47,"M",4,"Uneducated","Divorced","$80K - $120K",30,5,2,2,17682,2481,15201,1.302,1747,31,1.214,0.14,0,0.363262478837892,"Medium"
280,48,"F",4,"High School","Married","$40K - $60K",42,3,1,3,4206,1100,3106,0.587,1144,22,1,0.262,0,0.706621128528586,"High"
281,43,"M",1,"Graduate","Single","$80K - $120K",37,4,3,2,34516,1440,33076,1.117,1575,34,2.4,0.042,0,0.185084087486345,"Low"
282,41,"M",4,"High School","Unknown","$80K - $120K",36,4,3,0,23018,2168,20850,0.859,1463,24,1.667,0.094,0,0.25463664610697,"Medium"
283,54,"F",1,"Uneducated","Married","$40K - $60K",44,5,2,3,5556,1711,3845,1.434,1706,21,1.625,0.308,0,0.734856696949043,"High"
284,54,"F",2,"High School","Married","Unknown",44,3,3,1,6094,0,6094,1.129,909,14,0.273,0,1,0.781802141235115,"Very High"
285,61,"M",0,"Graduate","Married","$40K - $60K",52,3,1,2,2939,1999,940,2.145,2434,33,1.538,0.68,0,0.215414842049081,"Low"
286,61,"M",0,"Uneducated","Married","$80K - $120K",48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,0.238,0,0.104770466559399,"Low"
287,48,"M",2,"High School","Married","$120K +",36,3,3,3,27126,0,27126,0.953,1000,25,0.786,0,1,0.535078815326006,"High"
288,45,"F",4,"Graduate","Single","Less than $40K",36,6,3,2,3342,2517,825,0.771,1139,30,0.765,0.753,0,0.145425889416494,"Low"
289,54,"F",4,"Graduate","Married","Unknown",40,6,2,2,2532,2221,311,0.491,799,21,0.235,0.877,1,0.209244247933579,"Low"
290,54,"F",3,"Doctorate","Married","Unknown",46,2,2,3,1900,1376,524,0.89,1881,45,0.607,0.724,0,0.0892414298419801,"Low"
291,44,"M",3,"Graduate","Single","$60K - $80K",37,2,3,2,14546,1703,12843,0.955,1273,27,0.588,0.117,0,0.464683929650414,"Medium"
292,50,"F",4,"Doctorate","Single","Unknown",36,2,3,2,2521,1608,913,0.587,1328,33,0.571,0.638,0,0.165059254127499,"Low"
293,55,"M",2,"Doctorate","Married","$60K - $80K",36,3,4,3,16427,1682,14745,0.631,1579,36,1.118,0.102,0,0.381944705414408,"Medium"
294,48,"M",2,"Graduate","Unknown","$40K - $60K",36,5,1,2,13068,1718,11350,0.607,937,28,0.556,0.131,0,0.412976067613601,"Medium"
295,45,"M",2,"College","Single","$60K - $80K",33,6,3,0,23218,1814,21404,1.178,1749,37,2.083,0.078,0,0.0980861383279918,"Low"
296,60,"M",0,"High School","Married","$40K - $60K",36,5,1,3,3281,837,2444,1.859,1424,29,1.417,0.255,0,0.58961269403542,"High"
297,55,"M",2,"High School","Married","$40K - $60K",47,5,3,2,3096,2217,879,0.799,2011,41,0.783,0.716,0,0.0843733420690851,"Low"
298,62,"F",0,"High School","Married","$40K - $60K",52,5,2,3,2052,1250,802,0.728,1208,31,0.632,0.609,0,0.292322927566344,"Medium"
299,38,"F",1,"High School","Unknown","Less than $40K",30,2,3,0,1438.3,583,855.3,0.888,1259,24,1,0.405,0,0.270872331870795,"Medium"
300,46,"M",3,"High School","Single","$40K - $60K",39,2,3,2,9432,1418,8014,0.612,1319,26,0.368,0.15,0,0.533766060224983,"High"
301,50,"M",0,"High School","Single","$120K +",45,5,2,3,14938,2303,12635,0.804,949,27,2,0.154,0,0.519217447363912,"High"
302,45,"M",2,"Uneducated","Married","$60K - $80K",36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605,0,0.230240767128724,"Low"
303,47,"M",3,"Post-Graduate","Divorced","$60K - $80K",37,6,3,0,5731,1577,4154,0.657,1554,26,0.444,0.275,0,0.288260365774425,"Medium"
304,48,"M",4,"College","Married","$60K - $80K",33,2,2,3,34516,2061,32455,0.722,1350,32,0.455,0.06,0,0.279336161800165,"Medium"
305,35,"M",3,"Uneducated","Married","$60K - $80K",22,5,2,2,6985,1130,5855,0.963,1694,44,0.76,0.162,0,0.194287750157491,"Low"
306,51,"M",2,"Graduate","Married","$120K +",42,3,3,0,24221,1707,22514,0.816,1678,40,0.538,0.07,0,0.0707177540903488,"Low"
307,36,"F",3,"High School","Married","Unknown",24,4,1,1,15439,0,15439,0.742,2069,43,0.536,0,0,0.168544901645422,"Low"
308,47,"M",4,"Graduate","Single","$80K - $120K",36,6,3,2,21637,2030,19607,0.776,1222,23,0.438,0.094,0,0.488608654555961,"Medium"
309,52,"M",2,"Graduate","Single","$120K +",37,2,3,2,14543,0,14543,0.788,1536,37,0.423,0,0,0.332733323397249,"Medium"
310,43,"F",4,"Uneducated","Married","Less than $40K",36,2,1,1,9684,2475,7209,0.697,1400,31,2.1,0.256,0,0.244386185523858,"Low"
311,63,"M",2,"High School","Married","$40K - $60K",36,2,2,2,5007,930,4077,0.885,1050,28,1.154,0.186,0,0.483841323488322,"Medium"
312,61,"M",0,"Graduate","Married","$60K - $80K",54,3,2,0,1616,1047,569,0.984,1389,33,1.2,0.648,0,0.0729711110544953,"Low"
313,53,"M",2,"Uneducated","Single","$60K - $80K",40,5,2,2,19116,0,19116,0.656,1184,29,0.611,0,0,0.433136945875192,"Medium"
314,53,"F",3,"Graduate","Married","Less than $40K",47,5,6,2,2759,2223,536,1.32,2093,42,1,0.806,0,0.063496471381765,"Low"
315,57,"M",3,"Graduate","Married","$120K +",38,2,3,3,8249,1381,6868,0.798,678,11,0.833,0.167,1,0.864873212183572,"Very High"
316,38,"F",2,"Graduate","Single","Unknown",31,2,3,2,14041,2154,11887,1.084,1467,29,1.417,0.153,0,0.416335650424855,"Medium"
317,53,"M",3,"High School","Married","$60K - $80K",43,5,3,2,5264,2169,3095,0.374,1219,27,0.5,0.412,0,0.365077469491285,"Medium"
318,63,"F",0,"Unknown","Married","Less than $40K",54,4,2,1,2420,1912,508,1.256,1730,36,0.565,0.79,0,0.0651891739406615,"Low"
319,49,"F",4,"High School","Married","Less than $40K",43,4,2,0,2826,2070,756,0.541,1025,28,0.647,0.732,0,0.0761370470644655,"Low"
320,45,"M",2,"High School","Married","$80K - $120K",34,5,5,2,12518,1539,10979,0.645,1165,33,0.833,0.123,0,0.330552970736007,"Medium"
321,67,"M",0,"Graduate","Married","$40K - $60K",56,4,2,1,5876,1297,4579,1.012,2133,55,0.719,0.221,0,0.0505131082979104,"Low"
322,48,"M",3,"Graduate","Single","$80K - $120K",37,3,2,3,34516,0,34516,0.448,1122,13,0.182,0,0,0.737016087343929,"High"
323,51,"F",2,"Uneducated","Divorced","Less than $40K",38,4,1,2,9648,1926,7722,0.549,1083,22,1.75,0.2,0,0.569973277951677,"High"
324,52,"M",2,"High School","Single","$80K - $120K",40,3,3,3,34516,2177,32339,1.32,1234,23,1.875,0.063,0,0.473982226527133,"Medium"
325,55,"F",2,"Uneducated","Married","Unknown",35,3,3,0,3025,2376,649,1.252,1277,23,1.875,0.785,0,0.114050129386029,"Low"
326,34,"M",3,"High School","Married","$60K - $80K",26,4,3,3,3265,2517,748,0.952,1843,35,0.944,0.771,0,0.176620796368167,"Low"
327,56,"M",1,"Uneducated","Married","$120K +",36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,0.224,0,0.115885132451296,"Low"
328,44,"F",2,"Post-Graduate","Married","Less than $40K",36,3,3,2,2293,1823,470,0.617,1166,22,1.444,0.795,0,0.263667115174621,"Medium"
329,47,"M",3,"Post-Graduate","Unknown","$80K - $120K",36,6,2,2,13399,2505,10894,0.627,1326,31,0.824,0.187,0,0.339866743797564,"Medium"
330,46,"F",3,"Unknown","Married","Less than $40K",38,4,3,3,4317,2517,1800,0.944,1619,36,1,0.583,0,0.223150425252071,"Low"
331,43,"F",3,"Graduate","Single","$40K - $60K",29,5,2,0,3378,1069,2309,0.581,1285,16,0.333,0.316,0,0.495454398912393,"Medium"
332,50,"F",1,"Graduate","Single","Less than $40K",36,4,1,3,5012,2242,2770,0.816,1142,28,1,0.447,0,0.427301278895622,"Medium"
333,38,"F",4,"Uneducated","Single","Less than $40K",30,4,1,0,2569,1605,964,0.574,1190,46,0.643,0.625,0,0.0196579859293728,"Low"
334,53,"F",1,"Graduate","Single","Less than $40K",45,3,1,2,3471,1785,1686,1.051,1052,24,0.714,0.514,0,0.370982141369955,"Medium"
335,43,"M",5,"Graduate","Divorced","$120K +",31,5,3,3,34516,1699,32817,0.771,1628,38,0.727,0.049,0,0.197947819684216,"Low"
336,53,"M",1,"High School","Married","$120K +",36,6,3,2,3312,1844,1468,0.986,1740,32,0.882,0.557,0,0.239994971275168,"Low"
337,56,"F",1,"Graduate","Married","Less than $40K",38,4,3,3,2578,2462,116,1.707,1378,29,0.812,0.955,0,0.163887635071744,"Low"
338,54,"M",2,"Unknown","Married","$40K - $60K",44,4,3,2,2902,2517,385,0.821,996,26,0.444,0.867,1,0.149796115536506,"Low"
339,57,"F",3,"High School","Married","Less than $40K",39,3,2,1,2742,2321,421,1.315,1389,32,0.6,0.846,0,0.070203468482084,"Low"
340,62,"M",1,"High School","Married","Less than $40K",53,5,3,3,2077,1571,506,1.031,1365,38,1,0.756,0,0.125504488963884,"Low"
341,46,"F",4,"Graduate","Single","Less than $40K",40,5,1,2,6265,1942,4323,1.027,1715,43,0.87,0.31,0,0.1541758024869,"Low"
342,49,"M",2,"Uneducated","Married","$60K - $80K",44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,0.2,0,0.336365401565332,"Medium"
343,52,"M",3,"Graduate","Single","$80K - $120K",42,6,3,3,2731,1692,1039,0.62,1220,22,0.692,0.62,0,0.489361151182343,"Medium"
344,58,"M",1,"Uneducated","Married","$40K - $60K",36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,1,0.804762385994273,"Very High"
345,54,"M",0,"High School","Married","$80K - $120K",36,3,1,2,16286,1710,14576,1.223,2552,49,1.227,0.105,0,0.135481398563144,"Low"
346,49,"M",1,"Graduate","Married","$120K +",39,3,2,3,34516,0,34516,0.507,1106,31,0.938,0,0,0.314505800823733,"Medium"
347,58,"F",3,"High School","Married","Less than $40K",47,6,1,0,2609,2439,170,1.269,1731,34,1.833,0.935,0,0.03328925338957,"Low"
348,52,"M",2,"High School","Single","$60K - $80K",45,5,3,2,7567,1173,6394,0.541,1435,32,0.6,0.155,0,0.41605490677433,"Medium"
349,41,"M",5,"High School","Married","$60K - $80K",33,5,3,3,22770,2517,20253,0.994,1882,38,0.652,0.111,0,0.290902999275236,"Medium"
350,62,"F",0,"Uneducated","Married","Less than $40K",50,5,1,2,3791,1648,2143,1.227,2058,34,0.789,0.435,0,0.290733389789583,"Medium"
351,54,"M",2,"Graduate","Married","Less than $40K",39,4,4,2,2702,2517,185,1.019,1658,32,1.462,0.932,0,0.0968539303343823,"Low"
352,40,"F",3,"High School","Divorced","Less than $40K",35,3,1,3,2555,2117,438,1.049,1334,32,0.6,0.829,0,0.169899480990146,"Low"
353,43,"M",3,"Graduate","Married","$80K - $120K",26,5,3,2,2355,1090,1265,0.751,1441,29,0.812,0.463,0,0.340171600846342,"Medium"
354,53,"F",2,"Graduate","Single","$40K - $60K",42,6,2,0,5332,0,5332,0.939,1371,39,1.167,0,0,0.186110730943672,"Low"
355,55,"M",1,"Uneducated","Single","$40K - $60K",49,6,3,2,1443,1375,68,0.683,1991,38,0.583,0.953,0,0.063534374517281,"Low"
